Local time,Open,High,Low,Close,Volume
20.04.2020 01:31:00.000 GMT+0100,0.96831,0.96831,0.96812,0.96812,81.66
20.04.2020 01:32:00.000 GMT+0100,0.96814,0.96817,0.96812,0.96813,40.85
20.04.2020 01:33:00.000 GMT+0100,0.96813,0.96822,0.96813,0.96819,41.58
20.04.2020 01:34:00.000 GMT+0100,0.96820,0.96821,0.96817,0.96817,17.59
20.04.2020 01:35:00.000 GMT+0100,0.96818,0.96819,0.96816,0.96816,9.12
20.04.2020 01:36:00.000 GMT+0100,0.96817,0.96821,0.96816,0.96817,34.24
20.04.2020 01:37:00.000 GMT+0100,0.96817,0.96818,0.96816,0.96816,21.66
20.04.2020 01:38:00.000 GMT+0100,0.96817,0.96818,0.96801,0.96801,36.71
20.04.2020 01:39:00.000 GMT+0100,0.96801,0.96804,0.96788,0.96788,56.37
20.04.2020 01:40:00.000 GMT+0100,0.96788,0.96797,0.96788,0.96790,67.45
20.04.2020 01:41:00.000 GMT+0100,0.96790,0.96793,0.96790,0.96790,31.04
20.04.2020 01:42:00.000 GMT+0100,0.96793,0.96793,0.96790,0.96793,31.3
20.04.2020 01:43:00.000 GMT+0100,0.96792,0.96794,0.96792,0.96794,29.65
20.04.2020 01:44:00.000 GMT+0100,0.96796,0.96796,0.96793,0.96796,41.98
20.04.2020 01:45:00.000 GMT+0100,0.96796,0.96804,0.96796,0.96801,49.5
20.04.2020 01:46:00.000 GMT+0100,0.96800,0.96800,0.96790,0.96799,42.29
20.04.2020 01:47:00.000 GMT+0100,0.96799,0.96803,0.96792,0.96796,49.16
20.04.2020 01:48:00.000 GMT+0100,0.96794,0.96806,0.96785,0.96799,198.24
20.04.2020 01:49:00.000 GMT+0100,0.96798,0.96801,0.96792,0.96797,68.7
20.04.2020 01:50:00.000 GMT+0100,0.96797,0.96797,0.96786,0.96788,76.96
20.04.2020 01:51:00.000 GMT+0100,0.96789,0.96805,0.96788,0.96796,102.95
20.04.2020 01:52:00.000 GMT+0100,0.96797,0.96806,0.96790,0.96801,69.23
20.04.2020 01:53:00.000 GMT+0100,0.96798,0.96802,0.96793,0.96800,137.06
20.04.2020 01:54:00.000 GMT+0100,0.96800,0.96804,0.96776,0.96777,154.37
20.04.2020 01:55:00.000 GMT+0100,0.96779,0.96807,0.96777,0.96799,258.69
20.04.2020 01:56:00.000 GMT+0100,0.96799,0.96805,0.96795,0.96802,143.68
20.04.2020 01:57:00.000 GMT+0100,0.96802,0.96824,0.96801,0.96824,74.55
