Local time,Open,High,Low,Close,Volume
20.04.2020 02:26:00.000 GMT+0100,1.08631,1.08631,1.08614,1.08614,134.36
20.04.2020 02:27:00.000 GMT+0100,1.08614,1.08614,1.08603,1.08608,74.2
20.04.2020 02:28:00.000 GMT+0100,1.08609,1.08614,1.08607,1.08613,74.36
20.04.2020 02:29:00.000 GMT+0100,1.08614,1.08623,1.08608,1.08610,111.9
20.04.2020 02:30:00.000 GMT+0100,1.08610,1.08624,1.08610,1.08624,109.42
20.04.2020 02:31:00.000 GMT+0100,1.08626,1.08626,1.08614,1.08617,68.47
20.04.2020 02:32:00.000 GMT+0100,1.08614,1.08614,1.08599,1.08602,120.59
20.04.2020 02:33:00.000 GMT+0100,1.08601,1.08602,1.08593,1.08594,134.01
20.04.2020 02:34:00.000 GMT+0100,1.08594,1.08594,1.08586,1.08587,124.75
20.04.2020 02:35:00.000 GMT+0100,1.08586,1.08590,1.08580,1.08580,139.02
20.04.2020 02:36:00.000 GMT+0100,1.08580,1.08583,1.08580,1.08583,35.65
20.04.2020 02:37:00.000 GMT+0100,1.08581,1.08595,1.08581,1.08585,95.4
20.04.2020 02:38:00.000 GMT+0100,1.08585,1.08588,1.08584,1.08588,29.54
20.04.2020 02:39:00.000 GMT+0100,1.08587,1.08595,1.08586,1.08591,126.94
20.04.2020 02:40:00.000 GMT+0100,1.08591,1.08596,1.08588,1.08594,63.54
20.04.2020 02:41:00.000 GMT+0100,1.08595,1.08601,1.08594,1.08599,83.82
20.04.2020 02:42:00.000 GMT+0100,1.08600,1.08620,1.08600,1.08615,60.77
20.04.2020 02:43:00.000 GMT+0100,1.08615,1.08615,1.08595,1.08595,107.6
20.04.2020 02:44:00.000 GMT+0100,1.08596,1.08602,1.08595,1.08597,161.46
20.04.2020 02:45:00.000 GMT+0100,1.08598,1.08601,1.08597,1.08599,90.84
20.04.2020 02:46:00.000 GMT+0100,1.08599,1.08604,1.08599,1.08604,74.09
20.04.2020 02:47:00.000 GMT+0100,1.08605,1.08610,1.08604,1.08608,95.48
20.04.2020 02:48:00.000 GMT+0100,1.08609,1.08609,1.08603,1.08605,56.05
20.04.2020 02:49:00.000 GMT+0100,1.08607,1.08608,1.08605,1.08605,45.09
20.04.2020 02:50:00.000 GMT+0100,1.08607,1.08623,1.08599,1.08623,141.45
20.04.2020 02:51:00.000 GMT+0100,1.08625,1.08639,1.08624,1.08638,128.82
20.04.2020 02:52:00.000 GMT+0100,1.08639,1.08639,1.08630,1.08637,60.27
20.04.2020 02:53:00.000 GMT+0100,1.08638,1.08639,1.08633,1.08633,43.51
20.04.2020 02:54:00.000 GMT+0100,1.08632,1.08633,1.08625,1.08628,68.62
20.04.2020 02:55:00.000 GMT+0100,1.08628,1.08630,1.08617,1.08617,92.51
20.04.2020 02:56:00.000 GMT+0100,1.08618,1.08619,1.08613,1.08619,98.98
20.04.2020 02:57:00.000 GMT+0100,1.08621,1.08639,1.08620,1.08633,130.8
20.04.2020 02:58:00.000 GMT+0100,1.08635,1.08642,1.08635,1.08637,94.95
20.04.2020 02:59:00.000 GMT+0100,1.08637,1.08642,1.08634,1.08642,49.26
20.04.2020 03:00:00.000 GMT+0100,1.08643,1.08651,1.08643,1.08651,72.08
20.04.2020 03:01:00.000 GMT+0100,1.08651,1.08662,1.08651,1.08658,54.39
20.04.2020 03:02:00.000 GMT+0100,1.08657,1.08659,1.08651,1.08653,77.79
20.04.2020 03:03:00.000 GMT+0100,1.08652,1.08660,1.08652,1.08654,85.26
20.04.2020 03:04:00.000 GMT+0100,1.08653,1.08657,1.08651,1.08651,62.43
20.04.2020 03:05:00.000 GMT+0100,1.08651,1.08652,1.08646,1.08646,44.05
20.04.2020 03:06:00.000 GMT+0100,1.08645,1.08651,1.08641,1.08651,116.99
20.04.2020 03:07:00.000 GMT+0100,1.08650,1.08651,1.08646,1.08647,70.32
20.04.2020 03:08:00.000 GMT+0100,1.08645,1.08651,1.08645,1.08649,52.38
20.04.2020 03:09:00.000 GMT+0100,1.08649,1.08649,1.08641,1.08644,44.65
20.04.2020 03:10:00.000 GMT+0100,1.08645,1.08646,1.08643,1.08645,82.14
20.04.2020 03:11:00.000 GMT+0100,1.08642,1.08643,1.08639,1.08640,82.32
20.04.2020 03:12:00.000 GMT+0100,1.08640,1.08645,1.08639,1.08644,144.98
20.04.2020 03:13:00.000 GMT+0100,1.08647,1.08653,1.08641,1.08641,43.24
20.04.2020 03:14:00.000 GMT+0100,1.08641,1.08642,1.08639,1.08640,12.94
20.04.2020 03:15:00.000 GMT+0100,1.08641,1.08651,1.08626,1.08648,122.03
20.04.2020 03:16:00.000 GMT+0100,1.08647,1.08657,1.08647,1.08656,53.7
